ID,Material Name,Category,Unit Cost (USD),Stock Level,Monthly Sales,Avg Lead Time (days),Durability (1-10),Eco-Friendly,Recommended For,Customer Rating (1-5),Image URL,Popular Regions,Seasonality Index,Year,Month
438,Corrugated Cardboard,Box,1.64,404,1527.38,5,3,Yes,"Clothing, Books, Glassware",3.5,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Asia, Africa",1.27,2060,December
439,Rigid Boxes,Wrap,1.85,1428,1261.74,4,9,No,"Food, Jewelry",4.1,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Africa, Latin America",1.09,2061,January
440,Kraft Paper,Envelope,0.14,1627,1886.95,14,6,Yes,Glassware,3.5,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Africa,1.36,2061,February
441,Biodegradable Foam,Box,1.98,1827,1260.46,15,4,Yes,Tools,4.1,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Europe,0.87,2061,March
442,Padded Envelope,Envelope,1.92,3978,1195.96,7,6,No,Books,5.0,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Asia,0.86,2061,April
443,Thermal Insulated Box,Bag,0.8,271,1372.39,3,5,Yes,"Books, Toys, Clothing",4.7,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Australia, Asia",1.24,2061,May
444,Corrugated Cardboard,Bag,1.79,2361,1991.21,14,7,Yes,"Food, Electronics, Jewelry",3.3,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,North America,1.44,2061,June
445,Stretch Film,Filler,1.03,820,1091.89,10,5,Yes,"Clothing, Accessories, Food",3.6,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Asia,0.9,2061,July
446,Shrink Wrap,Box,0.33,488,1667.29,14,5,Yes,Accessories,4.8,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Asia,1.12,2061,August
447,Honeycomb Paper,Envelope,1.99,2171,2039.37,12,5,Yes,"Electronics, Glassware, Tools",3.9,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Europe,1.41,2061,September
448,Honeycomb Paper,Wrap,0.52,3392,1681.23,10,10,No,Electronics,4.6,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Asia, Europe",1.33,2061,October
449,Honeycomb Paper,Wrap,1.27,3895,1799.99,6,9,No,"Electronics, Accessories, Jewelry",3.4,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Europe, UAE",1.36,2061,November
450,Biodegradable Foam,Wrap,1.92,4408,1684.03,8,5,Yes,"Glassware, Tools, Toys",3.7,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Australia, UAE",1.35,2061,December
451,Biodegradable Foam,Filler,0.37,3475,1220.09,10,10,Yes,Accessories,4.3,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Europe, North America",0.88,2062,January
452,Jiffy Bag,Box,0.29,670,1222.78,8,7,Yes,"Toys, Cosmetics, Glassware",3.0,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Latin America, UAE",0.8,2062,February
453,Corrugated Cardboard,Filler,1.44,2998,1232.53,8,9,Yes,Books,3.1,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"UAE, Africa",0.98,2062,March
454,Biodegradable Foam,Envelope,1.11,4487,1993.14,7,6,No,"Tools, Cosmetics, Toys",4.7,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Asia, North America",1.36,2062,April
455,Stretch Film,Filler,0.08,4758,1638.33,8,5,No,Tools,4.3,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"UAE, Australia",1.24,2062,May
456,Shrink Wrap,Wrap,0.73,4760,1323.13,13,3,No,"Books, Toys, Glassware",4.3,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,UAE,1.03,2062,June
457,Plastic Mailer,Envelope,1.49,1756,1683.94,12,4,Yes,Glassware,3.9,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Africa,1.22,2062,July
458,Stretch Film,Box,1.13,1337,1188.24,13,4,Yes,"Food, Toys, Cosmetics",4.9,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,UAE,0.95,2062,August
459,Plastic Mailer,Filler,0.72,934,1357.51,10,3,No,"Clothing, Cosmetics",4.0,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Asia,1.03,2062,September
460,Jiffy Bag,Bag,0.35,4051,884.22,15,10,Yes,"Food, Books",3.2,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,North America,0.72,2062,October
461,Corrugated Cardboard,Filler,0.95,1485,1736.11,4,8,Yes,"Food, Clothing, Jewelry",4.2,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Australia,1.04,2062,November
462,Kraft Paper,Filler,0.37,1511,1932.19,10,9,No,"Clothing, Electronics, Food",4.8,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,North America,1.38,2062,December
463,Thermal Insulated Box,Envelope,1.11,1605,1803.65,10,6,Yes,Jewelry,4.6,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Latin America, Africa",1.39,2063,January
464,Biodegradable Foam,Envelope,1.44,2199,2123.36,11,8,No,"Clothing, Electronics, Books",3.9,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"UAE, Europe",1.49,2063,February
465,Thermal Insulated Box,Envelope,0.1,2715,1683.04,12,10,No,"Electronics, Accessories",4.2,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"UAE, Europe",1.22,2063,March
466,Rigid Boxes,Bag,1.25,1034,1418.96,4,4,Yes,"Jewelry, Food",4.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Australia, Latin America",1.04,2063,April
467,Honeycomb Paper,Box,1.86,2063,2102.89,11,9,No,Electronics,3.1,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Africa, North America",1.42,2063,May
468,Bubble Wrap,Box,0.5,951,1335.8,9,10,Yes,"Jewelry, Food",4.5,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Australia, UAE",0.89,2063,June
469,Rigid Boxes,Box,0.82,310,1347.62,13,4,No,Tools,4.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Australia,1.02,2063,July
470,Rigid Boxes,Wrap,1.66,1751,1735.64,6,3,Yes,Glassware,3.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,North America,1.32,2063,August
471,Kraft Paper,Envelope,0.28,3093,1967.42,6,4,No,Cosmetics,4.4,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Latin America, Europe",1.45,2063,September
472,Bubble Wrap,Wrap,1.38,146,794.8,5,9,No,Tools,3.6,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Asia,0.74,2063,October
473,Biodegradable Foam,Filler,0.22,3539,1100.95,6,10,Yes,"Books, Toys",3.4,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Latin America, Asia",0.93,2063,November
474,Honeycomb Paper,Wrap,0.18,2536,2061.7,14,5,Yes,"Toys, Clothing, Food",3.7,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Australia, UAE",1.3,2063,December
475,Shrink Wrap,Envelope,0.25,2941,1543.49,13,4,No,Tools,3.7,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Asia, Australia",0.95,2064,January
476,Biodegradable Foam,Wrap,0.25,3681,1659.77,10,7,Yes,Toys,4.5,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Australia, Latin America",1.22,2064,February
477,Padded Envelope,Bag,1.31,1221,1431.39,15,7,No,"Jewelry, Glassware, Cosmetics",3.2,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,UAE,0.97,2064,March
478,Plastic Mailer,Filler,0.06,1349,1021.44,15,10,No,"Toys, Food, Accessories",3.4,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Asia, Europe",0.71,2064,April
479,Stretch Film,Wrap,1.1,1576,1788.29,6,8,No,"Toys, Food",4.2,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Latin America,0.98,2064,May
480,Corrugated Cardboard,Wrap,0.51,2856,1846.19,11,5,No,"Books, Tools",4.8,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Europe,1.19,2064,June
481,Jiffy Bag,Filler,0.67,4575,2052.28,10,10,No,"Jewelry, Electronics",3.4,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"UAE, Africa",1.49,2064,July
482,Thermal Insulated Box,Bag,0.39,1882,1589.99,7,7,Yes,"Food, Tools, Clothing",4.6,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Africa, North America",1.26,2064,August
483,Padded Envelope,Box,0.59,4446,1077.4,6,4,No,"Toys, Books",3.5,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Latin America,0.92,2064,September
484,Padded Envelope,Filler,1.66,2114,1864.92,2,10,Yes,Clothing,3.2,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"UAE, Europe",1.31,2064,October
485,Padded Envelope,Box,0.79,2618,1779.77,2,7,Yes,"Electronics, Books",3.3,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"North America, Africa",1.38,2064,November
486,Plastic Mailer,Box,1.31,1623,897.59,2,8,Yes,"Clothing, Tools, Toys",3.3,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Australia,0.75,2064,December
487,Biodegradable Foam,Envelope,1.87,890,1722.61,6,6,No,Jewelry,3.7,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Asia, Africa",1.32,2065,January
488,Bubble Wrap,Filler,1.08,4852,1580.28,4,6,No,"Jewelry, Tools",3.7,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,North America,1.27,2065,February
489,Shrink Wrap,Wrap,1.06,3176,2282.85,3,5,Yes,"Glassware, Cosmetics, Toys",4.6,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Africa, Asia",1.4,2065,March
490,Thermal Insulated Box,Filler,1.53,1385,2216.61,4,3,No,Toys,4.3,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,UAE,1.46,2065,April
491,Stretch Film,Box,0.17,1429,1547.45,9,6,No,"Jewelry, Clothing, Books",4.0,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Australia,1.11,2065,May
492,Padded Envelope,Bag,1.04,3742,1281.36,15,4,No,Food,3.4,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,UAE,0.8,2065,June
493,Corrugated Cardboard,Bag,1.06,3150,1321.65,10,6,No,"Electronics, Toys, Tools",4.2,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,UAE,0.94,2065,July
494,Corrugated Cardboard,Box,0.55,3626,1249.55,14,8,No,"Electronics, Accessories",4.9,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Australia,0.98,2065,August
495,Rigid Boxes,Envelope,0.28,1874,2041.81,14,7,Yes,"Cosmetics, Toys",4.3,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Asia,1.27,2065,September
496,Kraft Paper,Box,1.96,4438,1441.0,8,8,No,"Tools, Jewelry",3.1,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Latin America, Europe",0.98,2065,October
497,Thermal Insulated Box,Bag,1.31,3696,1850.74,14,9,No,"Food, Electronics",3.5,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Australia,1.48,2065,November
498,Biodegradable Foam,Wrap,1.74,2704,1943.5,8,7,No,"Toys, Electronics",4.0,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"UAE, Latin America",1.42,2065,December
499,Kraft Paper,Bag,1.78,1672,1183.93,11,5,No,"Food, Glassware, Tools",4.4,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Europe,0.93,2066,January
500,Padded Envelope,Bag,0.05,3543,1538.93,3,7,Yes,"Electronics, Toys",3.1,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Australia,1.28,2066,February
501,Shrink Wrap,Filler,0.84,979,1722.61,12,9,No,Tools,4.2,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Asia,1.13,2066,March
502,Padded Envelope,Bag,1.97,4419,2276.42,2,8,No,"Electronics, Books",3.5,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Asia,1.37,2066,April
503,Plastic Mailer,Wrap,0.48,893,1104.08,14,3,No,Books,3.1,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,UAE,0.92,2066,May
504,Honeycomb Paper,Box,0.13,588,1061.11,11,10,Yes,"Tools, Toys, Cosmetics",4.7,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Africa,0.72,2066,June
505,Plastic Mailer,Box,1.49,1818,1552.28,9,8,No,Electronics,4.6,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,UAE,1.19,2066,July
506,Thermal Insulated Box,Wrap,0.4,4122,929.08,7,7,Yes,Clothing,4.0,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Latin America, UAE",0.7,2066,August
507,Biodegradable Foam,Filler,0.94,411,1955.72,11,8,Yes,Food,3.4,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Europe,1.49,2066,September
508,Plastic Mailer,Envelope,0.62,1519,1644.32,13,7,Yes,Toys,3.8,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,North America,1.29,2066,October
509,Padded Envelope,Bag,1.51,4082,1401.99,7,6,Yes,Glassware,3.7,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Latin America, UAE",1.0,2066,November
510,Stretch Film,Filler,1.26,409,1381.62,11,4,No,"Clothing, Jewelry, Books",4.1,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,UAE,1.08,2066,December
511,Stretch Film,Filler,1.59,3953,1590.57,8,3,No,"Clothing, Books",4.6,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Asia,1.11,2067,January
512,Honeycomb Paper,Envelope,1.41,612,1179.98,9,5,No,Glassware,3.2,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,North America,0.85,2067,February
513,Rigid Boxes,Filler,0.47,3465,1429.97,11,6,No,"Clothing, Cosmetics, Glassware",4.4,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Africa, UAE",1.05,2067,March
514,Stretch Film,Filler,1.6,2655,1192.48,3,3,Yes,"Accessories, Jewelry",3.6,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"UAE, North America",0.94,2067,April
515,Shrink Wrap,Wrap,1.5,1707,1577.69,7,6,Yes,"Food, Clothing",3.6,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,North America,1.2,2067,May
516,Corrugated Cardboard,Envelope,1.81,4950,1875.76,8,10,No,"Toys, Books",3.8,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Asia,1.25,2067,June
517,Kraft Paper,Box,1.75,4903,1611.61,12,4,Yes,"Electronics, Food",3.8,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Latin America, North America",1.1,2067,July
518,Corrugated Cardboard,Bag,1.19,358,1057.41,10,4,No,"Glassware, Clothing",4.9,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Africa,0.84,2067,August
519,Thermal Insulated Box,Bag,0.94,3778,1944.52,11,3,No,Tools,3.1,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Europe,1.38,2067,September
520,Jiffy Bag,Box,0.06,2005,1335.04,2,6,No,"Clothing, Cosmetics, Accessories",3.7,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,UAE,0.89,2067,October
521,Shrink Wrap,Bag,1.08,1914,1499.36,3,10,No,"Books, Clothing, Cosmetics",4.7,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Australia,1.29,2067,November
522,Stretch Film,Filler,0.34,3067,1676.97,4,3,Yes,Books,4.9,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Europe,1.14,2067,December
523,Honeycomb Paper,Bag,0.64,2170,1068.27,5,7,No,Books,4.8,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Asia,0.82,2068,January
524,Honeycomb Paper,Bag,1.63,451,1430.58,6,9,Yes,"Glassware, Accessories",4.0,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,North America,0.97,2068,February
525,Rigid Boxes,Wrap,0.05,1423,1172.74,14,9,Yes,Electronics,4.5,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Asia, North America",0.91,2068,March
526,Kraft Paper,Wrap,0.81,1701,1326.34,9,9,No,"Food, Accessories, Clothing",4.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"UAE, Australia",1.16,2068,April
527,Padded Envelope,Bag,1.3,2149,1226.55,14,9,No,Books,5.0,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"North America, Latin America",1.05,2068,May
528,Plastic Mailer,Box,1.62,2064,2088.87,15,7,No,Electronics,3.5,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Africa, Asia",1.49,2068,June
529,Rigid Boxes,Envelope,1.35,3720,1860.89,8,10,Yes,"Tools, Cosmetics",3.5,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Latin America,1.3,2068,July
530,Bubble Wrap,Filler,1.63,3029,1066.0,7,7,Yes,"Cosmetics, Toys",4.8,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Asia, Australia",0.84,2068,August
531,Bubble Wrap,Filler,0.79,2333,1796.02,15,7,No,"Books, Clothing",3.7,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Europe,1.21,2068,September
532,Shrink Wrap,Filler,1.91,2878,1268.1,9,10,Yes,Glassware,3.1,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Europe, North America",1.09,2068,October
533,Shrink Wrap,Wrap,0.76,755,1039.5,4,10,Yes,"Glassware, Accessories, Food",3.9,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"North America, Australia",0.75,2068,November
534,Jiffy Bag,Box,0.34,1299,1189.47,4,4,Yes,"Food, Tools, Clothing",3.0,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Asia, North America",0.97,2068,December
535,Shrink Wrap,Box,1.22,1046,1239.06,13,8,No,Clothing,4.5,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Europe, North America",0.95,2069,January
536,Plastic Mailer,Wrap,0.57,3272,1626.12,14,7,Yes,"Books, Jewelry, Tools",3.1,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Australia, Asia",1.16,2069,February
537,Padded Envelope,Bag,1.43,391,1874.5,7,4,No,Tools,3.3,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,UAE,1.47,2069,March
538,Jiffy Bag,Wrap,0.15,1737,965.92,15,5,Yes,Books,4.0,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"North America, Europe",0.72,2069,April
539,Bubble Wrap,Filler,0.53,579,2027.01,2,7,Yes,"Jewelry, Books",4.6,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Latin America, UAE",1.32,2069,May
540,Thermal Insulated Box,Bag,0.72,2779,1735.44,8,5,No,"Electronics, Tools",4.3,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"UAE, Europe",1.32,2069,June
541,Shrink Wrap,Bag,1.45,1481,2222.36,6,5,No,"Food, Accessories",5.0,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Europe, Africa",1.47,2069,July
542,Stretch Film,Bag,0.5,1817,1423.24,14,7,Yes,"Food, Electronics",3.8,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"UAE, Australia",1.15,2069,August
543,Thermal Insulated Box,Wrap,1.71,1810,1336.91,5,8,Yes,"Books, Jewelry, Cosmetics",4.1,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Australia,0.91,2069,September
544,Jiffy Bag,Wrap,0.93,3217,1277.08,9,10,No,Glassware,3.7,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,Africa,0.8,2069,October
545,Honeycomb Paper,Envelope,0.22,2539,1249.94,9,3,No,"Jewelry, Glassware",5.0,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,UAE,1.19,2069,November
546,Plastic Mailer,Bag,1.6,941,1771.96,15,4,No,Glassware,4.4,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Australia,1.38,2069,December
547,Shrink Wrap,Bag,0.64,377,1667.57,5,9,No,Food,4.9,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Asia,1.13,2070,January
548,Rigid Boxes,Filler,0.4,3895,1899.97,14,7,No,"Jewelry, Clothing",3.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Latin America,1.39,2070,February
549,Stretch Film,Envelope,0.22,1537,2112.62,10,5,No,"Food, Clothing",4.9,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Australia,1.46,2070,March
550,Rigid Boxes,Wrap,1.13,4208,1835.33,13,7,No,Tools,3.4,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Australia,1.4,2070,April
551,Thermal Insulated Box,Box,0.88,4233,1083.62,13,9,Yes,"Cosmetics, Toys",4.9,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Latin America,0.77,2070,May
552,Thermal Insulated Box,Box,0.37,3390,1483.38,13,8,Yes,"Jewelry, Accessories, Electronics",4.6,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Africa, UAE",1.08,2070,June
553,Plastic Mailer,Wrap,1.63,641,2150.24,12,10,No,"Books, Cosmetics",4.1,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Europe,1.38,2070,July
554,Kraft Paper,Bag,0.36,4506,1115.96,8,9,No,"Toys, Cosmetics, Food",4.0,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Africa, Australia",0.78,2070,August
555,Rigid Boxes,Wrap,0.87,3809,2004.82,2,9,No,"Glassware, Food, Jewelry",3.6,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Europe,1.39,2070,September
556,Stretch Film,Wrap,1.39,4151,1565.17,7,8,Yes,Accessories,4.3,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,UAE,1.17,2070,October
557,Kraft Paper,Bag,0.8,1990,1207.74,14,10,Yes,"Food, Toys, Tools",3.8,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Europe, Asia",0.91,2070,November
558,Biodegradable Foam,Wrap,0.24,3406,1228.08,3,3,No,"Cosmetics, Glassware, Toys",4.0,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Australia, Latin America",0.92,2070,December
559,Bubble Wrap,Box,1.26,1727,1566.27,11,8,No,"Accessories, Toys, Books",3.5,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,North America,1.08,2071,January
560,Kraft Paper,Filler,0.67,4519,1002.36,13,8,Yes,Food,3.1,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Asia, Africa",0.75,2071,February
561,Thermal Insulated Box,Envelope,1.91,2214,1292.08,2,7,No,Clothing,4.3,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Africa, Latin America",0.9,2071,March
562,Honeycomb Paper,Envelope,1.93,2143,2358.69,15,9,No,"Tools, Toys",3.0,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"UAE, Europe",1.4,2071,April
563,Padded Envelope,Wrap,1.02,2899,1880.78,6,6,Yes,"Jewelry, Accessories, Toys",3.9,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,North America,1.24,2071,May
564,Thermal Insulated Box,Envelope,1.55,245,1700.66,4,8,No,"Glassware, Clothing",4.6,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,UAE,1.26,2071,June
565,Plastic Mailer,Bag,1.17,1853,2281.7,9,3,Yes,"Clothing, Books",3.2,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Australia,1.46,2071,July
566,Biodegradable Foam,Box,0.55,4589,950.18,10,9,Yes,"Books, Glassware",3.2,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Asia, Australia",0.71,2071,August
567,Thermal Insulated Box,Filler,1.8,938,933.12,8,3,No,Tools,4.7,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Europe,0.84,2071,September
568,Jiffy Bag,Envelope,1.27,3900,1505.48,5,7,No,Food,4.0,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Asia, Australia",1.2,2071,October
569,Rigid Boxes,Box,0.69,3030,1587.88,2,9,Yes,"Food, Toys",4.6,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Australia,1.4,2071,November
570,Biodegradable Foam,Bag,1.15,1113,1400.02,12,10,No,"Jewelry, Books",4.1,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Asia, Latin America",1.04,2071,December
571,Biodegradable Foam,Box,1.54,1257,1076.29,5,4,Yes,"Electronics, Tools",4.0,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Latin America, UAE",0.77,2072,January
572,Honeycomb Paper,Box,1.33,103,2150.43,9,6,Yes,"Books, Cosmetics, Clothing",4.6,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Europe,1.32,2072,February
573,Padded Envelope,Wrap,0.33,4354,2146.84,15,9,Yes,"Food, Glassware, Toys",4.0,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Europe,1.49,2072,March
574,Honeycomb Paper,Box,0.55,3741,1310.06,4,7,No,"Glassware, Cosmetics",3.8,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Asia, Latin America",0.96,2072,April
575,Shrink Wrap,Wrap,1.67,3411,1646.92,4,8,No,Toys,4.2,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,UAE,1.09,2072,May
576,Padded Envelope,Envelope,1.97,854,815.04,4,5,Yes,"Toys, Accessories, Glassware",3.3,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Australia,0.75,2072,June
577,Bubble Wrap,Box,0.41,4863,2013.61,11,7,No,Tools,3.7,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,UAE,1.41,2072,July
578,Rigid Boxes,Envelope,1.89,2378,2028.74,2,6,Yes,Clothing,3.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Europe,1.35,2072,August
579,Shrink Wrap,Envelope,1.48,4435,1545.6,6,10,No,Glassware,3.1,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Europe,1.3,2072,September
580,Stretch Film,Bag,0.84,3777,1601.44,10,10,Yes,"Electronics, Toys, Tools",4.7,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Europe, UAE",1.03,2072,October
581,Plastic Mailer,Wrap,1.35,104,1341.47,12,7,No,Cosmetics,3.2,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,North America,0.93,2072,November
582,Thermal Insulated Box,Envelope,1.99,872,1778.57,11,9,Yes,Clothing,3.5,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Australia,1.33,2072,December
583,Kraft Paper,Envelope,1.1,4780,1439.0,3,3,No,Glassware,4.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,North America,0.97,2073,January
584,Shrink Wrap,Filler,1.76,969,1575.06,14,7,Yes,Accessories,4.1,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Latin America, Australia",0.92,2073,February
585,Kraft Paper,Bag,0.56,1008,1974.62,8,8,Yes,"Glassware, Accessories, Tools",4.0,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,UAE,1.39,2073,March
